,L,W,id_1,id_2,id_3,id_4,id_5,id_6,id_7,id_8,id_9,id_10,id_11,id_12,id_13,id_14,id_15,id_16,id_17,id_18,id_19,id_20,id_21,id_22,id_23,id_24,id_25,id_26,id_27,id_28,id_29,id_30
0,0.012,0.02,6.41E-10,1.08E-09,1.80E-09,3.00E-09,4.99E-09,8.26E-09,1.36E-08,2.25E-08,3.68E-08,6.01E-08,9.80E-08,1.59E-07,2.57E-07,4.14E-07,6.64E-07,1.05E-06,1.56E-06,2.32E-06,3.45E-06,5.03E-06,6.83E-06,8.82E-06,1.11E-05,1.39E-05,1.73E-05,2.16E-05,2.68E-05,3.27E-05,3.83E-05,4.06E-05
1,0.012,0.021,6.42E-10,1.08E-09,1.81E-09,3.01E-09,5.00E-09,8.28E-09,1.37E-08,2.25E-08,3.69E-08,6.02E-08,9.82E-08,1.59E-07,2.58E-07,4.15E-07,6.66E-07,1.05E-06,1.57E-06,2.33E-06,3.45E-06,5.04E-06,6.85E-06,8.84E-06,1.11E-05,1.39E-05,1.74E-05,2.16E-05,2.68E-05,3.28E-05,3.83E-05,4.07E-05
2,0.012,0.0221,6.44E-10,1.08E-09,1.81E-09,3.02E-09,5.02E-09,8.30E-09,1.37E-08,2.26E-08,3.70E-08,6.04E-08,9.85E-08,1.60E-07,2.58E-07,4.16E-07,6.67E-07,1.05E-06,1.57E-06,2.34E-06,3.46E-06,5.06E-06,6.86E-06,8.87E-06,1.11E-05,1.40E-05,1.74E-05,2.17E-05,2.69E-05,3.29E-05,3.84E-05,4.08E-05
3,0.012,0.0231,6.45E-10,1.09E-09,1.82E-09,3.02E-09,5.03E-09,8.32E-09,1.37E-08,2.26E-08,3.71E-08,6.06E-08,9.87E-08,1.60E-07,2.59E-07,4.17E-07,6.69E-07,1.06E-06,1.58E-06,2.34E-06,3.47E-06,5.07E-06,6.88E-06,8.89E-06,1.12E-05,1.40E-05,1.75E-05,2.17E-05,2.69E-05,3.30E-05,3.85E-05,4.09E-05
4,0.012,0.0241,6.47E-10,1.09E-09,1.82E-09,3.03E-09,5.04E-09,8.34E-09,1.38E-08,2.27E-08,3.72E-08,6.07E-08,9.90E-08,1.60E-07,2.60E-07,4.18E-07,6.71E-07,1.06E-06,1.58E-06,2.35E-06,3.48E-06,5.08E-06,6.90E-06,8.91E-06,1.12E-05,1.40E-05,1.75E-05,2.18E-05,2.70E-05,3.30E-05,3.86E-05,4.10E-05
5,0.012,0.0252,6.48E-10,1.09E-09,1.83E-09,3.04E-09,5.06E-09,8.37E-09,1.38E-08,2.27E-08,3.73E-08,6.09E-08,9.93E-08,1.61E-07,2.60E-07,4.19E-07,6.73E-07,1.06E-06,1.59E-06,2.36E-06,3.49E-06,5.09E-06,6.92E-06,8.93E-06,1.12E-05,1.41E-05,1.75E-05,2.18E-05,2.71E-05,3.31E-05,3.87E-05,4.11E-05
6,0.012,0.0262,6.50E-10,1.09E-09,1.83E-09,3.05E-09,5.07E-09,8.39E-09,1.38E-08,2.28E-08,3.74E-08,6.10E-08,9.95E-08,1.61E-07,2.61E-07,4.20E-07,6.74E-07,1.07E-06,1.59E-06,2.36E-06,3.50E-06,5.11E-06,6.93E-06,8.95E-06,1.12E-05,1.41E-05,1.76E-05,2.19E-05,2.71E-05,3.32E-05,3.88E-05,4.12E-05
7,0.012,0.0272,6.51E-10,1.10E-09,1.84E-09,3.05E-09,5.08E-09,8.41E-09,1.39E-08,2.29E-08,3.75E-08,6.12E-08,9.98E-08,1.62E-07,2.62E-07,4.21E-07,6.76E-07,1.07E-06,1.59E-06,2.37E-06,3.51E-06,5.12E-06,6.95E-06,8.97E-06,1.13E-05,1.41E-05,1.76E-05,2.19E-05,2.72E-05,3.33E-05,3.88E-05,4.12E-05
8,0.012,0.0283,6.53E-10,1.10E-09,1.84E-09,3.06E-09,5.09E-09,8.43E-09,1.39E-08,2.29E-08,3.76E-08,6.13E-08,1.00E-07,1.62E-07,2.62E-07,4.23E-07,6.78E-07,1.07E-06,1.60E-06,2.37E-06,3.52E-06,5.13E-06,6.97E-06,9.00E-06,1.13E-05,1.42E-05,1.77E-05,2.20E-05,2.72E-05,3.34E-05,3.89E-05,4.13E-05
9,0.012,0.0293,6.54E-10,1.10E-09,1.85E-09,3.07E-09,5.11E-09,8.45E-09,1.39E-08,2.30E-08,3.77E-08,6.15E-08,1.00E-07,1.63E-07,2.63E-07,4.24E-07,6.80E-07,1.07E-06,1.60E-06,2.38E-06,3.53E-06,5.14E-06,6.99E-06,9.02E-06,1.13E-05,1.42E-05,1.77E-05,2.20E-05,2.73E-05,3.34E-05,3.90E-05,4.14E-05
10,0.012,0.0303,6.56E-10,1.11E-09,1.85E-09,3.08E-09,5.12E-09,8.47E-09,1.40E-08,2.30E-08,3.78E-08,6.17E-08,1.01E-07,1.63E-07,2.64E-07,4.25E-07,6.81E-07,1.08E-06,1.61E-06,2.39E-06,3.54E-06,5.16E-06,7.00E-06,9.04E-06,1.13E-05,1.42E-05,1.77E-05,2.21E-05,2.74E-05,3.35E-05,3.91E-05,4.15E-05
11,0.012,0.0314,6.58E-10,1.11E-09,1.85E-09,3.09E-09,5.13E-09,8.50E-09,1.40E-08,2.31E-08,3.79E-08,6.18E-08,1.01E-07,1.63E-07,2.64E-07,4.26E-07,6.83E-07,1.08E-06,1.61E-06,2.39E-06,3.55E-06,5.17E-06,7.02E-06,9.06E-06,1.14E-05,1.43E-05,1.78E-05,2.21E-05,2.74E-05,3.36E-05,3.92E-05,4.16E-05
12,0.012,0.0324,6.59E-10,1.11E-09,1.86E-09,3.09E-09,5.15E-09,8.52E-09,1.41E-08,2.32E-08,3.80E-08,6.20E-08,1.01E-07,1.64E-07,2.65E-07,4.27E-07,6.85E-07,1.08E-06,1.61E-06,2.40E-06,3.56E-06,5.18E-06,7.04E-06,9.08E-06,1.14E-05,1.43E-05,1.78E-05,2.22E-05,2.75E-05,3.37E-05,3.93E-05,4.17E-05
13,0.012,0.0334,6.61E-10,1.12E-09,1.86E-09,3.10E-09,5.16E-09,8.54E-09,1.41E-08,2.32E-08,3.80E-08,6.21E-08,1.01E-07,1.64E-07,2.66E-07,4.28E-07,6.86E-07,1.09E-06,1.62E-06,2.41E-06,3.57E-06,5.19E-06,7.06E-06,9.10E-06,1.14E-05,1.43E-05,1.79E-05,2.22E-05,2.76E-05,3.37E-05,3.93E-05,4.18E-05
14,0.012,0.0345,6.62E-10,1.12E-09,1.87E-09,3.11E-09,5.17E-09,8.56E-09,1.41E-08,2.33E-08,3.81E-08,6.23E-08,1.02E-07,1.65E-07,2.66E-07,4.29E-07,6.88E-07,1.09E-06,1.62E-06,2.41E-06,3.58E-06,5.21E-06,7.07E-06,9.12E-06,1.15E-05,1.44E-05,1.79E-05,2.23E-05,2.76E-05,3.38E-05,3.94E-05,4.19E-05
15,0.012,0.0355,6.64E-10,1.12E-09,1.87E-09,3.12E-09,5.19E-09,8.58E-09,1.42E-08,2.33E-08,3.82E-08,6.24E-08,1.02E-07,1.65E-07,2.67E-07,4.30E-07,6.90E-07,1.09E-06,1.63E-06,2.42E-06,3.58E-06,5.22E-06,7.09E-06,9.14E-06,1.15E-05,1.44E-05,1.79E-05,2.23E-05,2.77E-05,3.39E-05,3.95E-05,4.20E-05
16,0.012,0.0366,6.65E-10,1.13E-09,1.88E-09,3.13E-09,5.20E-09,8.61E-09,1.42E-08,2.34E-08,3.83E-08,6.26E-08,1.02E-07,1.65E-07,2.68E-07,4.31E-07,6.92E-07,1.09E-06,1.63E-06,2.43E-06,3.59E-06,5.23E-06,7.11E-06,9.17E-06,1.15E-05,1.44E-05,1.80E-05,2.24E-05,2.77E-05,3.40E-05,3.96E-05,4.20E-05
17,0.012,0.0376,6.67E-10,1.13E-09,1.88E-09,3.14E-09,5.21E-09,8.63E-09,1.42E-08,2.35E-08,3.84E-08,6.28E-08,1.02E-07,1.66E-07,2.68E-07,4.32E-07,6.94E-07,1.10E-06,1.64E-06,2.43E-06,3.60E-06,5.25E-06,7.13E-06,9.19E-06,1.15E-05,1.45E-05,1.80E-05,2.24E-05,2.78E-05,3.40E-05,3.97E-05,4.21E-05
18,0.012,0.0386,6.68E-10,1.13E-09,1.89E-09,3.14E-09,5.23E-09,8.65E-09,1.43E-08,2.35E-08,3.85E-08,6.29E-08,1.03E-07,1.66E-07,2.69E-07,4.33E-07,6.95E-07,1.10E-06,1.64E-06,2.44E-06,3.61E-06,5.26E-06,7.15E-06,9.21E-06,1.16E-05,1.45E-05,1.81E-05,2.25E-05,2.79E-05,3.41E-05,3.97E-05,4.22E-05
19,0.012,0.0397,6.70E-10,1.14E-09,1.89E-09,3.15E-09,5.24E-09,8.67E-09,1.43E-08,2.36E-08,3.86E-08,6.31E-08,1.03E-07,1.67E-07,2.70E-07,4.35E-07,6.97E-07,1.10E-06,1.65E-06,2.44E-06,3.62E-06,5.27E-06,7.16E-06,9.23E-06,1.16E-05,1.45E-05,1.81E-05,2.25E-05,2.79E-05,3.42E-05,3.98E-05,4.23E-05
20,0.012,0.0407,6.71E-10,1.14E-09,1.90E-09,3.16E-09,5.26E-09,8.70E-09,1.43E-08,2.36E-08,3.87E-08,6.32E-08,1.03E-07,1.67E-07,2.71E-07,4.36E-07,6.99E-07,1.11E-06,1.65E-06,2.45E-06,3.63E-06,5.28E-06,7.18E-06,9.25E-06,1.16E-05,1.45E-05,1.81E-05,2.26E-05,2.80E-05,3.42E-05,3.99E-05,4.24E-05
21,0.012,0.0417,6.73E-10,1.14E-09,1.90E-09,3.17E-09,5.27E-09,8.72E-09,1.44E-08,2.37E-08,3.88E-08,6.34E-08,1.03E-07,1.67E-07,2.71E-07,4.37E-07,7.01E-07,1.11E-06,1.65E-06,2.46E-06,3.64E-06,5.30E-06,7.20E-06,9.27E-06,1.16E-05,1.46E-05,1.82E-05,2.26E-05,2.80E-05,3.43E-05,4.00E-05,4.25E-05
22,0.012,0.0428,6.75E-10,1.15E-09,1.91E-09,3.18E-09,5.28E-09,8.74E-09,1.44E-08,2.38E-08,3.89E-08,6.36E-08,1.04E-07,1.68E-07,2.72E-07,4.38E-07,7.02E-07,1.11E-06,1.66E-06,2.46E-06,3.65E-06,5.31E-06,7.22E-06,9.29E-06,1.17E-05,1.46E-05,1.82E-05,2.27E-05,2.81E-05,3.44E-05,4.01E-05,4.26E-05
23,0.012,0.0438,6.76E-10,1.15E-09,1.92E-09,3.18E-09,5.30E-09,8.76E-09,1.45E-08,2.38E-08,3.90E-08,6.37E-08,1.04E-07,1.68E-07,2.73E-07,4.39E-07,7.04E-07,1.11E-06,1.66E-06,2.47E-06,3.66E-06,5.32E-06,7.24E-06,9.31E-06,1.17E-05,1.46E-05,1.83E-05,2.27E-05,2.82E-05,3.44E-05,4.01E-05,4.27E-05
24,0.012,0.0448,6.78E-10,1.15E-09,1.92E-09,3.19E-09,5.31E-09,8.79E-09,1.45E-08,2.39E-08,3.91E-08,6.39E-08,1.04E-07,1.69E-07,2.73E-07,4.40E-07,7.06E-07,1.12E-06,1.67E-06,2.48E-06,3.67E-06,5.33E-06,7.25E-06,9.34E-06,1.17E-05,1.47E-05,1.83E-05,2.28E-05,2.82E-05,3.45E-05,4.02E-05,4.27E-05
25,0.012,0.0459,6.79E-10,1.15E-09,1.93E-09,3.20E-09,5.32E-09,8.81E-09,1.45E-08,2.39E-08,3.92E-08,6.41E-08,1.04E-07,1.69E-07,2.74E-07,4.41E-07,7.08E-07,1.12E-06,1.67E-06,2.48E-06,3.68E-06,5.35E-06,7.27E-06,9.36E-06,1.17E-05,1.47E-05,1.84E-05,2.28E-05,2.83E-05,3.46E-05,4.03E-05,4.28E-05
26,0.012,0.0469,6.81E-10,1.16E-09,1.93E-09,3.21E-09,5.34E-09,8.83E-09,1.46E-08,2.40E-08,3.93E-08,6.42E-08,1.05E-07,1.70E-07,2.75E-07,4.42E-07,7.10E-07,1.12E-06,1.68E-06,2.49E-06,3.69E-06,5.36E-06,7.29E-06,9.38E-06,1.18E-05,1.47E-05,1.84E-05,2.29E-05,2.84E-05,3.47E-05,4.04E-05,4.29E-05
27,0.012,0.0479,6.82E-10,1.16E-09,1.94E-09,3.22E-09,5.35E-09,8.85E-09,1.46E-08,2.41E-08,3.94E-08,6.44E-08,1.05E-07,1.70E-07,2.75E-07,4.43E-07,7.11E-07,1.13E-06,1.68E-06,2.50E-06,3.70E-06,5.37E-06,7.31E-06,9.40E-06,1.18E-05,1.48E-05,1.84E-05,2.29E-05,2.84E-05,3.47E-05,4.05E-05,4.30E-05
28,0.012,0.049,6.84E-10,1.16E-09,1.94E-09,3.23E-09,5.36E-09,8.88E-09,1.46E-08,2.41E-08,3.95E-08,6.45E-08,1.05E-07,1.70E-07,2.76E-07,4.45E-07,7.13E-07,1.13E-06,1.68E-06,2.50E-06,3.71E-06,5.39E-06,7.33E-06,9.42E-06,1.18E-05,1.48E-05,1.85E-05,2.30E-05,2.85E-05,3.48E-05,4.05E-05,4.31E-05
29,0.012,0.05,6.86E-10,1.17E-09,1.95E-09,3.23E-09,5.38E-09,8.90E-09,1.47E-08,2.42E-08,3.96E-08,6.47E-08,1.05E-07,1.71E-07,2.77E-07,4.46E-07,7.15E-07,1.13E-06,1.69E-06,2.51E-06,3.72E-06,5.40E-06,7.34E-06,9.44E-06,1.19E-05,1.48E-05,1.85E-05,2.30E-05,2.85E-05,3.49E-05,4.06E-05,4.32E-05
30,0.0124,0.02,6.33E-10,1.07E-09,1.78E-09,2.97E-09,4.94E-09,8.17E-09,1.35E-08,2.22E-08,3.64E-08,5.95E-08,9.70E-08,1.57E-07,2.55E-07,4.11E-07,6.59E-07,1.04E-06,1.55E-06,2.31E-06,3.42E-06,5.00E-06,6.79E-06,8.77E-06,1.10E-05,1.38E-05,1.73E-05,2.15E-05,2.66E-05,3.26E-05,3.81E-05,4.05E-05
31,0.0124,0.021,6.35E-10,1.07E-09,1.79E-09,2.97E-09,4.95E-09,8.19E-09,1.35E-08,2.23E-08,3.65E-08,5.96E-08,9.72E-08,1.58E-07,2.56E-07,4.12E-07,6.61E-07,1.04E-06,1.56E-06,2.31E-06,3.43E-06,5.01E-06,6.81E-06,8.79E-06,1.11E-05,1.39E-05,1.73E-05,2.15E-05,2.67E-05,3.27E-05,3.82E-05,4.06E-05
32,0.0124,0.0221,6.36E-10,1.07E-09,1.79E-09,2.98E-09,4.96E-09,8.21E-09,1.36E-08,2.23E-08,3.66E-08,5.98E-08,9.75E-08,1.58E-07,2.56E-07,4.13E-07,6.62E-07,1.05E-06,1.56E-06,2.32E-06,3.44E-06,5.03E-06,6.83E-06,8.82E-06,1.11E-05,1.39E-05,1.73E-05,2.16E-05,2.68E-05,3.27E-05,3.83E-05,4.07E-05
33,0.0124,0.0231,6.38E-10,1.07E-09,1.80E-09,2.99E-09,4.97E-09,8.23E-09,1.36E-08,2.24E-08,3.67E-08,5.99E-08,9.77E-08,1.58E-07,2.57E-07,4.14E-07,6.64E-07,1.05E-06,1.57E-06,2.33E-06,3.45E-06,5.04E-06,6.84E-06,8.84E-06,1.11E-05,1.39E-05,1.74E-05,2.16E-05,2.68E-05,3.28E-05,3.83E-05,4.07E-05
34,0.0124,0.0241,6.39E-10,1.08E-09,1.80E-09,3.00E-09,4.99E-09,8.25E-09,1.36E-08,2.24E-08,3.68E-08,6.01E-08,9.80E-08,1.59E-07,2.58E-07,4.15E-07,6.66E-07,1.05E-06,1.57E-06,2.33E-06,3.46E-06,5.05E-06,6.86E-06,8.86E-06,1.11E-05,1.40E-05,1.74E-05,2.17E-05,2.69E-05,3.29E-05,3.84E-05,4.08E-05
35,0.0124,0.0252,6.41E-10,1.08E-09,1.81E-09,3.01E-09,5.00E-09,8.28E-09,1.37E-08,2.25E-08,3.69E-08,6.02E-08,9.82E-08,1.59E-07,2.58E-07,4.16E-07,6.67E-07,1.05E-06,1.57E-06,2.34E-06,3.47E-06,5.06E-06,6.88E-06,8.88E-06,1.12E-05,1.40E-05,1.75E-05,2.17E-05,2.69E-05,3.30E-05,3.85E-05,4.09E-05
36,0.0124,0.0262,6.42E-10,1.08E-09,1.81E-09,3.01E-09,5.01E-09,8.30E-09,1.37E-08,2.26E-08,3.70E-08,6.04E-08,9.85E-08,1.60E-07,2.59E-07,4.17E-07,6.69E-07,1.06E-06,1.58E-06,2.34E-06,3.48E-06,5.07E-06,6.89E-06,8.91E-06,1.12E-05,1.40E-05,1.75E-05,2.18E-05,2.70E-05,3.30E-05,3.86E-05,4.10E-05
37,0.0124,0.0272,6.44E-10,1.09E-09,1.82E-09,3.02E-09,5.03E-09,8.32E-09,1.37E-08,2.26E-08,3.71E-08,6.05E-08,9.87E-08,1.60E-07,2.60E-07,4.18E-07,6.71E-07,1.06E-06,1.58E-06,2.35E-06,3.48E-06,5.09E-06,6.91E-06,8.93E-06,1.12E-05,1.41E-05,1.75E-05,2.18E-05,2.71E-05,3.31E-05,3.87E-05,4.11E-05
38,0.0124,0.0283,6.45E-10,1.09E-09,1.82E-09,3.03E-09,5.04E-09,8.34E-09,1.38E-08,2.27E-08,3.72E-08,6.07E-08,9.90E-08,1.60E-07,2.60E-07,4.19E-07,6.73E-07,1.06E-06,1.59E-06,2.36E-06,3.49E-06,5.10E-06,6.93E-06,8.95E-06,1.12E-05,1.41E-05,1.76E-05,2.19E-05,2.71E-05,3.32E-05,3.88E-05,4.12E-05
39,0.0124,0.0293,6.47E-10,1.09E-09,1.83E-09,3.04E-09,5.05E-09,8.36E-09,1.38E-08,2.27E-08,3.73E-08,6.09E-08,9.92E-08,1.61E-07,2.61E-07,4.20E-07,6.74E-07,1.07E-06,1.59E-06,2.36E-06,3.50E-06,5.11E-06,6.95E-06,8.97E-06,1.13E-05,1.41E-05,1.76E-05,2.19E-05,2.72E-05,3.33E-05,3.88E-05,4.13E-05
40,0.0124,0.0303,6.48E-10,1.10E-09,1.83E-09,3.05E-09,5.07E-09,8.38E-09,1.38E-08,2.28E-08,3.74E-08,6.10E-08,9.95E-08,1.61E-07,2.62E-07,4.21E-07,6.76E-07,1.07E-06,1.59E-06,2.37E-06,3.51E-06,5.12E-06,6.96E-06,8.99E-06,1.13E-05,1.41E-05,1.77E-05,2.20E-05,2.72E-05,3.33E-05,3.89E-05,4.13E-05
41,0.0124,0.0314,6.50E-10,1.10E-09,1.83E-09,3.05E-09,5.08E-09,8.41E-09,1.39E-08,2.29E-08,3.75E-08,6.12E-08,9.97E-08,1.62E-07,2.62E-07,4.23E-07,6.78E-07,1.07E-06,1.60E-06,2.38E-06,3.52E-06,5.14E-06,6.98E-06,9.01E-06,1.13E-05,1.42E-05,1.77E-05,2.20E-05,2.73E-05,3.34E-05,3.90E-05,4.14E-05
42,0.0124,0.0324,6.51E-10,1.10E-09,1.84E-09,3.06E-09,5.09E-09,8.43E-09,1.39E-08,2.29E-08,3.76E-08,6.13E-08,1.00E-07,1.62E-07,2.63E-07,4.24E-07,6.80E-07,1.07E-06,1.60E-06,2.38E-06,3.53E-06,5.15E-06,7.00E-06,9.03E-06,1.13E-05,1.42E-05,1.77E-05,2.21E-05,2.74E-05,3.35E-05,3.91E-05,4.15E-05
43,0.0124,0.0334,6.53E-10,1.10E-09,1.84E-09,3.07E-09,5.11E-09,8.45E-09,1.39E-08,2.30E-08,3.76E-08,6.15E-08,1.00E-07,1.62E-07,2.64E-07,4.25E-07,6.81E-07,1.08E-06,1.61E-06,2.39E-06,3.54E-06,5.16E-06,7.02E-06,9.05E-06,1.14E-05,1.42E-05,1.78E-05,2.21E-05,2.74E-05,3.36E-05,3.92E-05,4.16E-05
44,0.0124,0.0345,6.54E-10,1.11E-09,1.85E-09,3.08E-09,5.12E-09,8.47E-09,1.40E-08,2.30E-08,3.77E-08,6.16E-08,1.00E-07,1.63E-07,2.64E-07,4.26E-07,6.83E-07,1.08E-06,1.61E-06,2.40E-06,3.55E-06,5.18E-06,7.04E-06,9.08E-06,1.14E-05,1.43E-05,1.78E-05,2.22E-05,2.75E-05,3.37E-05,3.93E-05,4.17E-05
45,0.0124,0.0355,6.56E-10,1.11E-09,1.85E-09,3.09E-09,5.13E-09,8.49E-09,1.40E-08,2.31E-08,3.78E-08,6.18E-08,1.01E-07,1.63E-07,2.65E-07,4.27E-07,6.85E-07,1.08E-06,1.62E-06,2.40E-06,3.56E-06,5.19E-06,7.05E-06,9.10E-06,1.14E-05,1.43E-05,1.79E-05,2.22E-05,2.75E-05,3.37E-05,3.93E-05,4.18E-05
46,0.0124,0.0366,6.57E-10,1.11E-09,1.86E-09,3.09E-09,5.15E-09,8.52E-09,1.41E-08,2.32E-08,3.79E-08,6.20E-08,1.01E-07,1.64E-07,2.66E-07,4.28E-07,6.87E-07,1.09E-06,1.62E-06,2.41E-06,3.57E-06,5.20E-06,7.07E-06,9.12E-06,1.15E-05,1.43E-05,1.79E-05,2.23E-05,2.76E-05,3.38E-05,3.94E-05,4.19E-05
47,0.0124,0.0376,6.59E-10,1.12E-09,1.86E-09,3.10E-09,5.16E-09,8.54E-09,1.41E-08,2.32E-08,3.80E-08,6.21E-08,1.01E-07,1.64E-07,2.66E-07,4.29E-07,6.88E-07,1.09E-06,1.62E-06,2.41E-06,3.58E-06,5.21E-06,7.09E-06,9.14E-06,1.15E-05,1.44E-05,1.79E-05,2.23E-05,2.77E-05,3.39E-05,3.95E-05,4.20E-05
48,0.0124,0.0386,6.60E-10,1.12E-09,1.87E-09,3.11E-09,5.17E-09,8.56E-09,1.41E-08,2.33E-08,3.81E-08,6.23E-08,1.02E-07,1.65E-07,2.67E-07,4.30E-07,6.90E-07,1.09E-06,1.63E-06,2.42E-06,3.59E-06,5.23E-06,7.11E-06,9.16E-06,1.15E-05,1.44E-05,1.80E-05,2.24E-05,2.77E-05,3.40E-05,3.96E-05,4.20E-05
49,0.0124,0.0397,6.62E-10,1.12E-09,1.87E-09,3.12E-09,5.19E-09,8.58E-09,1.42E-08,2.33E-08,3.82E-08,6.24E-08,1.02E-07,1.65E-07,2.68E-07,4.31E-07,6.92E-07,1.10E-06,1.63E-06,2.43E-06,3.60E-06,5.24E-06,7.12E-06,9.18E-06,1.15E-05,1.44E-05,1.80E-05,2.24E-05,2.78E-05,3.40E-05,3.97E-05,4.21E-05
50,0.0124,0.0407,6.64E-10,1.13E-09,1.88E-09,3.13E-09,5.20E-09,8.60E-09,1.42E-08,2.34E-08,3.83E-08,6.26E-08,1.02E-07,1.65E-07,2.68E-07,4.32E-07,6.94E-07,1.10E-06,1.64E-06,2.43E-06,3.61E-06,5.25E-06,7.14E-06,9.20E-06,1.16E-05,1.45E-05,1.81E-05,2.25E-05,2.79E-05,3.41E-05,3.97E-05,4.22E-05
51,0.0124,0.0417,6.65E-10,1.13E-09,1.88E-09,3.13E-09,5.21E-09,8.63E-09,1.42E-08,2.34E-08,3.84E-08,6.27E-08,1.02E-07,1.66E-07,2.69E-07,4.33E-07,6.95E-07,1.10E-06,1.64E-06,2.44E-06,3.62E-06,5.26E-06,7.16E-06,9.23E-06,1.16E-05,1.45E-05,1.81E-05,2.25E-05,2.79E-05,3.42E-05,3.98E-05,4.23E-05
52,0.0124,0.0428,6.67E-10,1.13E-09,1.89E-09,3.14E-09,5.23E-09,8.65E-09,1.43E-08,2.35E-08,3.85E-08,6.29E-08,1.03E-07,1.66E-07,2.70E-07,4.35E-07,6.97E-07,1.10E-06,1.65E-06,2.45E-06,3.63E-06,5.28E-06,7.18E-06,9.25E-06,1.16E-05,1.45E-05,1.81E-05,2.26E-05,2.80E-05,3.42E-05,3.99E-05,4.24E-05
53,0.0124,0.0438,6.68E-10,1.14E-09,1.89E-09,3.15E-09,5.24E-09,8.67E-09,1.43E-08,2.36E-08,3.86E-08,6.31E-08,1.03E-07,1.67E-07,2.71E-07,4.36E-07,6.99E-07,1.11E-06,1.65E-06,2.45E-06,3.63E-06,5.29E-06,7.20E-06,9.27E-06,1.16E-05,1.46E-05,1.82E-05,2.26E-05,2.80E-05,3.43E-05,4.00E-05,4.25E-05
54,0.0124,0.0448,6.70E-10,1.14E-09,1.90E-09,3.16E-09,5.25E-09,8.69E-09,1.43E-08,2.36E-08,3.87E-08,6.32E-08,1.03E-07,1.67E-07,2.71E-07,4.37E-07,7.01E-07,1.11E-06,1.65E-06,2.46E-06,3.64E-06,5.30E-06,7.21E-06,9.29E-06,1.17E-05,1.46E-05,1.82E-05,2.27E-05,2.81E-05,3.44E-05,4.01E-05,4.26E-05
55,0.0124,0.0459,6.71E-10,1.14E-09,1.91E-09,3.17E-09,5.27E-09,8.72E-09,1.44E-08,2.37E-08,3.88E-08,6.34E-08,1.03E-07,1.67E-07,2.72E-07,4.38E-07,7.02E-07,1.11E-06,1.66E-06,2.47E-06,3.65E-06,5.32E-06,7.23E-06,9.31E-06,1.17E-05,1.46E-05,1.83E-05,2.27E-05,2.82E-05,3.45E-05,4.01E-05,4.27E-05
56,0.0124,0.0469,6.73E-10,1.15E-09,1.91E-09,3.17E-09,5.28E-09,8.74E-09,1.44E-08,2.37E-08,3.89E-08,6.35E-08,1.04E-07,1.68E-07,2.73E-07,4.39E-07,7.04E-07,1.12E-06,1.66E-06,2.47E-06,3.66E-06,5.33E-06,7.25E-06,9.33E-06,1.17E-05,1.47E-05,1.83E-05,2.28E-05,2.82E-05,3.45E-05,4.02E-05,4.27E-05
57,0.0124,0.0479,6.74E-10,1.15E-09,1.92E-09,3.18E-09,5.29E-09,8.76E-09,1.44E-08,2.38E-08,3.90E-08,6.37E-08,1.04E-07,1.68E-07,2.73E-07,4.40E-07,7.06E-07,1.12E-06,1.67E-06,2.48E-06,3.67E-06,5.34E-06,7.27E-06,9.35E-06,1.17E-05,1.47E-05,1.83E-05,2.28E-05,2.83E-05,3.46E-05,4.03E-05,4.28E-05
58,0.0124,0.049,6.76E-10,1.15E-09,1.92E-09,3.19E-09,5.31E-09,8.78E-09,1.45E-08,2.39E-08,3.91E-08,6.39E-08,1.04E-07,1.69E-07,2.74E-07,4.41E-07,7.08E-07,1.12E-06,1.67E-06,2.48E-06,3.68E-06,5.35E-06,7.29E-06,9.38E-06,1.18E-05,1.47E-05,1.84E-05,2.29E-05,2.83E-05,3.47E-05,4.04E-05,4.29E-05
59,0.0124,0.05,6.77E-10,1.15E-09,1.93E-09,3.20E-09,5.32E-09,8.80E-09,1.45E-08,2.39E-08,3.92E-08,6.40E-08,1.04E-07,1.69E-07,2.75E-07,4.42E-07,7.09E-07,1.12E-06,1.68E-06,2.49E-06,3.69E-06,5.37E-06,7.30E-06,9.40E-06,1.18E-05,1.48E-05,1.84E-05,2.29E-05,2.84E-05,3.47E-05,4.05E-05,4.30E-05
60,0.0129,0.02,6.24E-10,1.05E-09,1.76E-09,2.93E-09,4.87E-09,8.06E-09,1.33E-08,2.19E-08,3.59E-08,5.87E-08,9.57E-08,1.55E-07,2.52E-07,4.07E-07,6.53E-07,1.03E-06,1.54E-06,2.29E-06,3.39E-06,4.96E-06,6.74E-06,8.71E-06,1.10E-05,1.37E-05,1.72E-05,2.13E-05,2.65E-05,3.24E-05,3.79E-05,4.03E-05
61,0.0129,0.021,6.25E-10,1.05E-09,1.76E-09,2.94E-09,4.88E-09,8.08E-09,1.33E-08,2.20E-08,3.60E-08,5.88E-08,9.59E-08,1.56E-07,2.53E-07,4.08E-07,6.54E-07,1.03E-06,1.54E-06,2.29E-06,3.40E-06,4.97E-06,6.76E-06,8.73E-06,1.10E-05,1.38E-05,1.72E-05,2.14E-05,2.65E-05,3.25E-05,3.80E-05,4.04E-05
